epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
361,83660.7,1.0429,0.46436,0.87114,0.63435,0.57874,0.57651,0.32193,1.03938,8.96731,0.72509,3.4227e-05,3.4227e-05,3.4227e-05
362,84612.7,1.04413,0.47303,0.86804,0.63573,0.57767,0.57663,0.32198,1.03904,8.99131,0.72507,3.30402e-05,3.30402e-05,3.30402e-05
363,85569.2,1.04951,0.47477,0.87695,0.63638,0.57745,0.57653,0.32263,1.03862,9.01628,0.72476,3.18825e-05,3.18825e-05,3.18825e-05
364,86518.2,1.03478,0.45858,0.87255,0.63516,0.57834,0.57713,0.32318,1.03858,9.02303,0.72458,3.07539e-05,3.07539e-05,3.07539e-05
365,87471.5,1.05269,0.47211,0.88063,0.6356,0.578,0.57698,0.3232,1.03826,9.05375,0.72447,2.96546e-05,2.96546e-05,2.96546e-05
366,88422.6,1.04873,0.46898,0.87195,0.63506,0.57834,0.57679,0.32307,1.03843,9.06924,0.72448,2.85847e-05,2.85847e-05,2.85847e-05
367,89374,1.04081,0.46344,0.87972,0.63626,0.57778,0.57709,0.32342,1.03854,9.08272,0.72444,2.75441e-05,2.75441e-05,2.75441e-05
368,90322.5,1.03276,0.46437,0.86733,0.63691,0.57679,0.57653,0.32325,1.03855,9.11324,0.72441,2.65329e-05,2.65329e-05,2.65329e-05
369,91275.3,1.0418,0.47466,0.87603,0.635,0.57867,0.57656,0.3232,1.03837,9.12976,0.72451,2.55513e-05,2.55513e-05,2.55513e-05
370,92225.9,1.04092,0.47045,0.8732,0.63611,0.57745,0.57642,0.32326,1.03837,9.15216,0.72457,2.45993e-05,2.45993e-05,2.45993e-05
371,93176.3,1.0423,0.46591,0.8735,0.6355,0.57767,0.5763,0.32345,1.03832,9.18207,0.72476,2.36769e-05,2.36769e-05,2.36769e-05
372,94127.9,1.03208,0.46885,0.87237,0.63505,0.57867,0.57643,0.32349,1.03827,9.20503,0.7249,2.27842e-05,2.27842e-05,2.27842e-05
373,95085.2,1.03778,0.46583,0.87665,0.63836,0.5759,0.57627,0.3233,1.03853,9.21868,0.72515,2.19212e-05,2.19212e-05,2.19212e-05
374,96040.5,1.03459,0.46842,0.87328,0.63893,0.57557,0.57647,0.32358,1.0389,9.22555,0.72544,2.1088e-05,2.1088e-05,2.1088e-05
375,96991,1.0339,0.46586,0.87329,0.63962,0.57612,0.57701,0.32398,1.03924,9.21439,0.72563,2.02847e-05,2.02847e-05,2.02847e-05
376,97944.2,1.05126,0.47564,0.88095,0.64031,0.57579,0.5772,0.32415,1.03873,9.24178,0.72564,1.95113e-05,1.95113e-05,1.95113e-05
377,98896,1.03108,0.46835,0.87516,0.6404,0.57616,0.5775,0.32404,1.03831,9.26455,0.72561,1.87678e-05,1.87678e-05,1.87678e-05
378,99850.6,1.04295,0.46943,0.87412,0.63948,0.57568,0.57713,0.32447,1.03784,9.27732,0.72562,1.80543e-05,1.80543e-05,1.80543e-05
379,100804,1.03585,0.46812,0.87354,0.63713,0.5762,0.57672,0.32484,1.03756,9.29991,0.72543,1.73709e-05,1.73709e-05,1.73709e-05
380,101756,1.03965,0.4757,0.87528,0.63623,0.57687,0.57663,0.3248,1.03726,9.31979,0.7254,1.67175e-05,1.67175e-05,1.67175e-05
381,102723,0.94138,0.37353,0.80712,0.63715,0.57679,0.57666,0.32509,1.03659,9.30883,0.72512,1.60943e-05,1.60943e-05,1.60943e-05
382,103665,0.9275,0.37006,0.80564,0.63155,0.58166,0.57701,0.32517,1.03695,9.28649,0.72536,1.55012e-05,1.55012e-05,1.55012e-05
383,104605,0.91936,0.36811,0.80622,0.63123,0.58265,0.57696,0.32543,1.03671,9.2828,0.72477,1.49383e-05,1.49383e-05,1.49383e-05
384,105539,0.92882,0.37219,0.80939,0.63151,0.58251,0.57697,0.32558,1.03651,9.27551,0.7248,1.44056e-05,1.44056e-05,1.44056e-05
385,106483,0.92781,0.36528,0.81031,0.62963,0.58271,0.57675,0.32596,1.0363,9.26218,0.72456,1.39032e-05,1.39032e-05,1.39032e-05
386,107424,0.93054,0.36923,0.79988,0.6305,0.58232,0.57694,0.32621,1.03628,9.23224,0.72467,1.34311e-05,1.34311e-05,1.34311e-05
387,108367,0.92642,0.36754,0.81017,0.63154,0.58132,0.57666,0.32651,1.03613,9.2169,0.72489,1.29893e-05,1.29893e-05,1.29893e-05
388,109311,0.92846,0.36729,0.80957,0.63008,0.58121,0.57663,0.32658,1.03567,9.1997,0.72424,1.25779e-05,1.25779e-05,1.25779e-05
389,110255,0.93284,0.3703,0.81514,0.62832,0.58188,0.57613,0.32694,1.03509,9.18825,0.72437,1.21968e-05,1.21968e-05,1.21968e-05
390,111197,0.93757,0.3687,0.81702,0.62889,0.58055,0.5761,0.32738,1.03497,9.16306,0.72455,1.18462e-05,1.18462e-05,1.18462e-05
391,112137,0.93291,0.3688,0.81105,0.62813,0.58077,0.57588,0.32763,1.03394,9.16521,0.72377,1.15259e-05,1.15259e-05,1.15259e-05
392,113076,0.932,0.37044,0.81041,0.63129,0.57778,0.57585,0.32807,1.0336,9.16319,0.72338,1.12361e-05,1.12361e-05,1.12361e-05
393,114020,0.9386,0.36961,0.81383,0.63074,0.57823,0.57574,0.32846,1.03343,9.15846,0.72335,1.09768e-05,1.09768e-05,1.09768e-05
394,114964,0.93022,0.36809,0.81443,0.63152,0.57767,0.57558,0.32831,1.03416,9.16715,0.72405,1.07479e-05,1.07479e-05,1.07479e-05
395,115905,0.9244,0.3664,0.81699,0.62967,0.57756,0.57545,0.32862,1.03366,9.16446,0.72364,1.05495e-05,1.05495e-05,1.05495e-05
396,116850,0.9291,0.36908,0.81202,0.62923,0.57701,0.57481,0.32867,1.03239,9.157,0.72257,1.03816e-05,1.03816e-05,1.03816e-05
397,117790,0.93084,0.36716,0.81427,0.62888,0.57579,0.57437,0.32897,1.03237,9.14419,0.72245,1.02443e-05,1.02443e-05,1.02443e-05
398,118730,0.92208,0.36162,0.80964,0.63064,0.57435,0.57467,0.32917,1.0322,9.12769,0.72234,1.01374e-05,1.01374e-05,1.01374e-05
399,119672,0.91648,0.36472,0.80657,0.62896,0.57601,0.57453,0.32933,1.03271,9.11042,0.72241,1.00611e-05,1.00611e-05,1.00611e-05
400,120615,0.91901,0.36187,0.80114,0.62759,0.57579,0.5744,0.32948,1.03264,9.09434,0.72235,1.00153e-05,1.00153e-05,1.00153e-05
