epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,473087,1.00388,0.44884,0.87438,0.60366,0.55157,0.53136,0.28776,nan,nan,nan,2.45993e-05,2.45993e-05,2.45993e-05
371,474364,1.00425,0.44221,0.87493,0.60336,0.552,0.5312,0.28784,nan,nan,nan,2.36769e-05,2.36769e-05,2.36769e-05
372,475643,1.01307,0.45541,0.87567,0.60078,0.55296,0.53084,0.28788,nan,nan,nan,2.27842e-05,2.27842e-05,2.27842e-05
373,476922,1.00327,0.44819,0.86698,0.59944,0.5527,0.52998,0.2873,nan,nan,nan,2.19212e-05,2.19212e-05,2.19212e-05
374,478202,1.00586,0.44864,0.87598,0.59819,0.55346,0.52959,0.28746,nan,nan,nan,2.1088e-05,2.1088e-05,2.1088e-05
375,479480,0.99822,0.44112,0.86859,0.59746,0.55377,0.52869,0.28709,nan,nan,nan,2.02847e-05,2.02847e-05,2.02847e-05
376,480757,0.99912,0.4434,0.87403,0.59661,0.55355,0.52826,0.28647,nan,nan,nan,1.95113e-05,1.95113e-05,1.95113e-05
377,482036,0.99979,0.45005,0.87011,0.59585,0.55364,0.5276,0.28611,nan,nan,nan,1.87678e-05,1.87678e-05,1.87678e-05
378,483313,0.98758,0.44249,0.87332,0.59486,0.55388,0.52615,0.28537,nan,nan,nan,1.80543e-05,1.80543e-05,1.80543e-05
379,484589,0.99253,0.44506,0.87783,0.59266,0.55433,0.52608,0.28515,nan,nan,nan,1.73709e-05,1.73709e-05,1.73709e-05
380,485867,0.99128,0.43785,0.86454,0.5915,0.55449,0.52498,0.28451,nan,nan,nan,1.67175e-05,1.67175e-05,1.67175e-05
381,487197,0.89027,0.34301,0.80266,0.58874,0.55831,0.5245,0.28415,nan,nan,nan,1.60943e-05,1.60943e-05,1.60943e-05
382,488462,0.8841,0.34193,0.79509,0.58802,0.55776,0.52379,0.28365,nan,nan,nan,1.55012e-05,1.55012e-05,1.55012e-05
383,489726,0.87645,0.33904,0.79737,0.58526,0.55809,0.52275,0.28272,nan,nan,nan,1.49383e-05,1.49383e-05,1.49383e-05
384,490993,0.88565,0.34609,0.80841,0.58354,0.55874,0.52189,0.2824,nan,nan,nan,1.44056e-05,1.44056e-05,1.44056e-05
385,492256,0.88133,0.34219,0.80302,0.5827,0.55897,0.52069,0.28169,nan,nan,nan,1.39032e-05,1.39032e-05,1.39032e-05
386,493518,0.88085,0.34539,0.80057,0.58236,0.55943,0.52096,0.28162,nan,nan,nan,1.34311e-05,1.34311e-05,1.34311e-05
387,494785,0.8813,0.34208,0.79061,0.58249,0.55975,0.52092,0.28141,nan,nan,nan,1.29893e-05,1.29893e-05,1.29893e-05
388,496050,0.89332,0.34835,0.80845,0.58154,0.56062,0.52114,0.28169,nan,nan,nan,1.25779e-05,1.25779e-05,1.25779e-05
389,497317,0.88497,0.34501,0.8039,0.58156,0.5613,0.52131,0.28167,nan,nan,nan,1.21968e-05,1.21968e-05,1.21968e-05
390,498584,0.87722,0.34337,0.80122,0.58142,0.56051,0.52125,0.28159,nan,nan,nan,1.18462e-05,1.18462e-05,1.18462e-05
391,499852,0.89299,0.3448,0.8092,0.58144,0.55953,0.52145,0.28177,nan,nan,nan,1.15259e-05,1.15259e-05,1.15259e-05
392,501117,0.88181,0.34508,0.80278,0.58144,0.55864,0.52184,0.2818,nan,nan,nan,1.12361e-05,1.12361e-05,1.12361e-05
393,502379,0.87357,0.33863,0.79913,0.58222,0.55776,0.52228,0.28227,nan,nan,nan,1.09768e-05,1.09768e-05,1.09768e-05
394,503649,0.87932,0.33767,0.79851,0.58289,0.55753,0.52288,0.28272,nan,nan,nan,1.07479e-05,1.07479e-05,1.07479e-05
395,504922,0.87883,0.33959,0.79987,0.5817,0.55687,0.52311,0.28256,nan,nan,nan,1.05495e-05,1.05495e-05,1.05495e-05
396,506186,0.88539,0.34469,0.80087,0.581,0.55709,0.52354,0.2832,nan,nan,nan,1.03816e-05,1.03816e-05,1.03816e-05
397,507450,0.87462,0.33661,0.80114,0.58126,0.55565,0.52375,0.28296,nan,nan,nan,1.02443e-05,1.02443e-05,1.02443e-05
398,508719,0.86784,0.33977,0.79717,0.58364,0.55233,0.52416,0.28343,nan,nan,nan,1.01374e-05,1.01374e-05,1.01374e-05
399,509989,0.88221,0.3435,0.80124,0.58461,0.54935,0.52418,0.28323,nan,nan,nan,1.00611e-05,1.00611e-05,1.00611e-05
400,511260,0.87454,0.33775,0.79603,0.58545,0.54813,0.52365,0.28298,nan,nan,nan,1.00153e-05,1.00153e-05,1.00153e-05
